S.No,name,title,male,culture,dateOfBirth,house,book1,book2,book3,book4,book5,isMarried,isNoble,age,numDeadRelations,popularity,isAlive,have_high_title
482,Edwyn Osgrey,no_title,1,unknown,,House Osgrey,0,0,0,0,0,0,1,,0,0.020066889632107,0,0
483,Eggon,no_title,1,unknown,,House Clegane,0,1,0,0,0,0,0,,0,0.0133779264214046,1,0
484,Eglantine,no_title,0,unknown,,Faith of the Seven,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
485,Egon Emeros,no_title,0,Qartheen,,Pureborn,0,1,0,0,1,0,0,,0,0.0133779264214046,1,0
486,Eldiss,no_title,1,Ironborn,,unknown,0,1,0,0,0,0,0,,0,0.0133779264214046,1,0
487,Eldred Codd,no_title,1,Ironborn,,House Codd,0,0,0,1,0,0,0,,0,0.0167224080267558,1,0
488,Elaena Targaryen,no_title,0,Valyrian,150.0,House Targaryen,0,0,0,0,0,1,1,70.0,7,0.137123745819397,0,0
489,Elys Westerling,no_title,0,unknown,,House Westerling,0,0,1,0,0,0,1,,0,0.0133779264214046,1,0
490,Elyas Willum,no_title,1,unknown,,House Willum,0,1,0,0,0,0,0,,0,0.0133779264214046,1,0
491,Elza,no_title,0,Meereenese,,House of Galare,0,0,0,0,1,0,0,,0,0.0100334448160535,0,0
492,Emma,no_title,0,unknown,260.0,unknown,0,0,0,1,0,0,0,45.0,0,0.0167224080267558,1,0
493,Elys Waynwood,no_title,0,unknown,,House Waynwood,0,0,0,1,0,1,1,,0,0.0702341137123745,1,0
494,Emrick,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0434782608695652,1,0
495,Endehar,no_title,0,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0,1,0
496,Emphyria Vance,no_title,0,unknown,,House Vance of Wayfarer's Rest,0,0,0,1,0,0,0,,0,0.0167224080267558,1,0
497,Enger,no_title,0,unknown,,House Tully,0,1,0,0,0,0,0,,0,0.0,1,0
498,Erik Ironmaker,Lord,1,Ironborn,211.0,House Ironmaker,0,0,0,1,1,1,1,94.0,0,0.0501672240802675,1,1
499,Erreck,no_title,1,unknown,,unknown,0,0,1,0,0,0,1,,0,0.0033444816053511,1,0
500,Erreg,King,0,Andal,,unknown,0,0,1,0,0,0,1,,0,0.0167224080267558,1,1
501,Errok,no_title,1,Free Folk,,unknown,0,0,1,1,0,0,0,,0,0.0066889632107023,1,0
502,Erryk (guard),no_title,0,unknown,,House Tyrell,0,0,0,0,0,0,0,,0,0.0,1,0
503,Esgred,no_title,1,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0,1,0
504,Eustace (Braavos),no_title,0,unknown,,Faith of the Seven,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
505,Eustace (Dance of the Dragons),no_title,1,unknown,,Faith of the Seven,0,0,0,0,0,0,0,,0,0.0367892976588628,1,0
506,Ezzara,no_title,0,Ghiscari,,unknown,0,0,0,0,1,0,1,,0,0.0066889632107023,1,0
507,Euron Greyjoy,no_title,1,Ironborn,,unknown,0,0,0,0,0,0,0,,4,0.739130434782608,1,0
508,Ezzelyno,no_title,0,Braavosi,,R'hllor,0,0,0,1,0,0,1,,0,0.0133779264214046,1,0
509,Fern,no_title,0,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0066889632107023,1,0
510,Ferny,no_title,0,Free Folk,,unknown,0,0,1,1,0,1,0,,0,0.0167224080267558,1,0
511,Ferret,no_title,0,unknown,,unknown,0,0,0,0,0,0,0,,0,0.0033444816053511,1,0
512,Fogo,no_title,1,Dothraki,,unknown,1,0,0,0,0,0,1,,0,0.020066889632107,0,0
513,Fornio,no_title,1,unknown,,Night's Watch,0,0,1,0,0,0,0,,0,0.0100334448160535,1,0
514,Fralegg,no_title,1,Ironborn,,unknown,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
515,Frenya,no_title,1,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.0434782608695652,0,0
516,Frynne,no_title,0,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0,1,0
517,Gage,no_title,0,unknown,,House Stark,1,1,1,0,0,0,0,,0,0.0334448160535117,1,0
518,Galladon of Morne,no_title,1,unknown,,unknown,0,0,0,0,0,0,1,,0,0.0,1,0
519,Gallard,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0100334448160535,1,0
520,Galt,no_title,0,Vale mountain clans,,Stone Crows,0,1,0,1,0,0,0,,0,0.0033444816053511,1,0
521,Galtry the Green,no_title,1,unknown,,unknown,0,0,0,0,0,0,1,,0,0.0133779264214046,1,0
522,Galyeon of Cuy,no_title,1,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0066889632107023,1,0
523,Gareth the Grey,no_title,1,unknown,,unknown,0,0,0,0,0,0,1,,0,0.0033444816053511,1,0
524,Garigus,no_title,1,unknown,,Alchemists' Guild,0,0,1,0,0,0,1,,0,0.020066889632107,1,0
525,Garizon,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
526,Gariss,no_title,1,unknown,,House Stark,0,1,0,0,0,0,0,,0,0.0,1,0
527,Garrett Paege,no_title,1,unknown,,House Paege,0,0,0,1,1,0,0,,0,0.0133779264214046,1,0
528,Garth XII Gardener,no_title,0,unknown,,unknown,0,0,0,0,0,0,0,,0,0.0133779264214046,1,0
529,Garth of Oldtown,no_title,0,unknown,,Night's Watch,0,0,1,0,0,0,0,,0,0.020066889632107,0,0
530,Gascoyne,no_title,0,unknown,,House Martell,0,0,0,1,1,0,1,,0,0.0133779264214046,1,0
531,Gavin,no_title,0,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.0066889632107023,1,0
532,Gelmarr,no_title,1,unknown,,House Greyjoy,0,1,0,0,1,0,0,,0,0.0267558528428093,0,0
533,Gerren,no_title,0,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0167224080267558,1,0
534,Gerold Lannister,no_title,1,Westerman,,House Lannister,0,0,0,0,0,1,1,,0,0.0869565217391304,0,0
535,Ghael,Lord,1,Astapori,,unknown,0,0,1,0,1,0,1,,0,0.0234113712374581,1,1
536,Gillam,no_title,1,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0100334448160535,1,0
537,Gladden Wylde,no_title,1,unknown,,House Wylde,1,0,0,0,0,0,1,,0,0.0167224080267558,0,0
538,Glendon Flowers,no_title,1,unknown,196.0,unknown,0,0,0,0,0,0,1,100.0,0,0.0802675585284281,0,0
539,Goady,no_title,0,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0167224080267558,1,0
540,Godwyn,no_title,1,unknown,,House Lannister,1,0,0,0,0,0,0,,0,0.0,1,0
541,Gormond Drumm,no_title,1,Ironborn,,House Drumm,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
542,Gowen Baratheon,no_title,1,unknown,,House Baratheon,1,0,0,0,0,1,0,,0,0.0167224080267558,1,0
543,Grance Morrigen,no_title,1,unknown,,House Morrigen,0,0,0,0,0,0,1,,0,0.0100334448160535,1,0
544,Grazdan,Master,1,Astapori,,unknown,0,0,1,0,0,0,1,,0,0.0133779264214046,0,1
545,Grazdan zo Galare,no_title,1,Meereenese,,House of Galare,0,0,0,0,1,0,0,,0,0.020066889632107,1,0
546,Green Gergen,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,0,0.0,1,0
547,Great Walrus,no_title,1,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.0133779264214046,1,0
548,Gretchel,no_title,1,unknown,,House Arryn,0,0,0,1,1,0,0,,0,0.0167224080267558,1,0
549,Grey King,no_title,1,Ironborn,,unknown,0,0,0,0,0,0,0,,0,0.0769230769230769,1,0
550,Griffin King,no_title,1,First Men,,unknown,0,0,0,0,0,0,0,,0,0.020066889632107,1,0
551,Grigg,no_title,0,Free Folk,,unknown,0,0,1,1,0,0,0,,0,0.0066889632107023,1,0
552,Grisel,no_title,0,unknown,,House Baelish,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
553,Grisella,no_title,0,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.0100334448160535,1,0
554,Gulian,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0033444816053511,1,0
555,Gulian Qorgyle,no_title,1,unknown,,House Qorgyle,0,0,0,1,0,0,1,,0,0.0133779264214046,1,0
556,Gurn,no_title,0,Vale mountain clans,,Stone Crows,1,0,0,0,0,0,0,,0,0.0033444816053511,1,0
557,Guyne,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
558,Gwayne Corbray,no_title,1,unknown,,House Corbray,0,0,0,1,0,0,1,,0,0.0434782608695652,1,0
559,Gwayne Gaunt,no_title,0,unknown,,House Gaunt,0,0,1,0,0,0,1,,0,0.0367892976588628,1,0
560,Gwin Goodbrother,no_title,0,Ironborn,,House Goodbrother,0,0,0,1,0,0,0,,0,0.0267558528428093,1,0
561,Gyles,no_title,0,unknown,,Kingsguard,0,0,0,1,0,0,1,,0,0.0033444816053511,1,0
562,Gyleno Dothare,no_title,1,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0133779264214046,1,0
563,Gyles Farwynd,no_title,1,Ironborn,,House Farwynd of the Lonely Light,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
564,Gwynesse Harlaw,no_title,0,Ironborn,,House Harlaw,0,0,0,1,0,0,0,,0,0.0568561872909698,1,0
565,Gyles Grafton,no_title,1,unknown,,House Grafton,0,0,0,1,0,0,0,,0,0.0167224080267558,1,0
566,Gyloro Dothare,no_title,1,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0133779264214046,1,0
567,Gyles III Gardener,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,0,0.020066889632107,1,0
568,Gynir,no_title,1,unknown,,House Greyjoy,0,1,0,0,1,0,0,,0,0.0267558528428093,0,0
569,Haggon,no_title,1,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.020066889632107,1,0
570,Gysella Goodbrother,no_title,0,Ironborn,,House Goodbrother,0,0,0,1,0,0,0,,0,0.0267558528428093,1,0
571,Hali,no_title,0,Free Folk,,unknown,1,0,0,0,0,0,0,,0,0.020066889632107,0,0
572,Haldon,no_title,1,unknown,,House Targaryen,0,0,0,0,1,0,0,,0,0.127090301003344,1,0
573,Harbert Paege,no_title,0,unknown,,House Paege,0,0,0,0,0,0,1,,0,0.0133779264214046,1,0
574,Hamish the Harper,no_title,0,unknown,,unknown,0,0,1,1,1,0,0,,0,0.020066889632107,0,0
575,Halys Hornwood,no_title,1,Northmen,,House Hornwood,1,1,0,1,0,1,1,,0,0.107023411371237,0,0
576,Harghaz,no_title,1,Ghiscari,,unknown,0,0,0,0,1,0,0,,0,0.0234113712374581,0,0
577,Hareth (Mole's Town),no_title,1,unknown,,Night's Watch,0,0,0,0,0,0,0,,0,0.0501672240802675,1,0
578,Harlan Grandison,no_title,1,unknown,,House Grandison,0,0,1,0,0,0,1,,0,0.0167224080267558,0,0
579,Harle the Handsome,no_title,1,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.0133779264214046,1,0
580,Harle the Huntsman,no_title,1,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.0167224080267558,1,0
581,Harlon Botley,no_title,1,Ironborn,,House Botley,0,0,0,1,0,0,0,,0,0.0468227424749163,1,0
582,Harmund Sharp,no_title,1,Ironborn,,House Sharp,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
583,Harlon Greyjoy,no_title,1,Ironborn,,House Greyjoy,0,0,0,1,0,0,0,,0,0.0635451505016722,1,0
584,Harodon,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
585,Harra,no_title,0,unknown,,House Whent,0,1,0,0,0,0,0,,0,0.0167224080267558,0,0
586,Harrag Sharp,no_title,0,Ironborn,,House Sharp,0,1,0,0,0,0,0,,0,0.0167224080267558,0,0
587,Harrag Hoare,no_title,1,Ironborn,,unknown,0,0,0,0,0,0,0,,0,0.0267558528428093,1,0
588,Harren Half-Hoare,no_title,1,Ironborn,,unknown,0,0,0,1,1,0,0,,0,0.0167224080267558,1,0
589,Harren Botley,no_title,0,Ironborn,,House Botley,0,0,0,1,0,0,0,,0,0.060200668896321,0,0
590,Harrold Osgrey,no_title,1,unknown,,House Osgrey,0,0,0,0,0,0,1,,0,0.0234113712374581,1,0
591,Harry Sawyer,no_title,0,unknown,,House Sawyer,0,0,0,1,0,0,1,,0,0.0167224080267558,1,0
592,Harsley,no_title,1,unknown,,unknown,0,0,1,0,1,0,0,,0,0.0033444816053511,0,0
593,Harwyn Hoare,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,0,0.100334448160535,1,0
594,Hayhead,no_title,1,Northmen,,House Stark,0,1,0,0,0,0,0,,0,0.0167224080267558,1,0
595,Hazrak zo Loraq,no_title,1,Ghiscari,,House of Loraq,0,0,0,0,1,0,0,,0,0.0100334448160535,1,0
596,Harwyn Plumm,no_title,1,unknown,,House Plumm,0,0,1,1,0,0,1,,0,0.0468227424749163,1,0
597,Helicent Uffering,no_title,0,unknown,171.0,House Uffering,0,0,0,0,0,0,0,100.0,0,0.0234113712374581,0,0
598,Helliweg,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0100334448160535,1,0
599,Helly,no_title,0,unknown,,unknown,0,0,1,1,0,0,0,,0,0.0133779264214046,1,0
600,Helya,no_title,0,unknown,,House Greyjoy,0,1,1,1,0,0,0,,0,0.0167224080267558,1,0
601,Henk,no_title,1,Free Folk,,unknown,0,0,1,1,0,0,0,,0,0.0066889632107023,1,0
602,Henly (House Ashford),no_title,0,unknown,,House Ashford,0,0,0,0,0,0,0,,0,0.0066889632107023,1,0
603,Herbert Bolling,no_title,0,unknown,,House Bolling,0,0,0,1,0,0,1,,0,0.0100334448160535,1,0
604,Hendry Bracken,no_title,0,unknown,,House Bracken,0,1,0,0,0,0,0,,0,0.040133779264214,0,0
605,Heward,no_title,0,northmen,,House Stark,1,0,0,0,0,0,0,,0,0.020066889632107,0,0
606,Hibald,no_title,1,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0133779264214046,1,0
607,Hilmar Drumm,no_title,1,Ironborn,,House Drumm,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
608,Hod,no_title,1,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0033444816053511,1,0
609,Hoke,no_title,0,unknown,,House Lannister,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
610,Holger,no_title,0,Vale mountain clans,,Stone Crows,0,1,0,0,0,0,0,,0,0.0033444816053511,1,0
611,Hop-Robin,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0334448160535117,1,0
612,Hugh Beesbury,no_title,0,unknown,,House Beesbury,0,0,0,1,0,0,1,,0,0.0133779264214046,1,0
613,Humfrey Clifton,no_title,1,unknown,,House Clifton,0,0,0,0,1,0,1,,0,0.0133779264214046,1,0
614,Hunnimore,no_title,0,unknown,,unknown,0,0,0,0,0,0,1,,0,0.0,1,0
615,Husband,no_title,1,unknown,,unknown,0,0,1,1,0,1,0,,0,0.0434782608695652,1,0
616,Illifer,no_title,1,unknown,240.0,unknown,0,0,0,1,0,0,1,65.0,0,0.040133779264214,1,0
617,Ironbelly,no_title,1,unknown,,unknown,0,1,1,0,0,0,0,,0,0.0100334448160535,1,0
618,Jaehaerys Targaryen (son of Aegon II),Prince,1,unknown,123.0,House Targaryen,0,0,0,0,0,0,1,6.0,0,0.187290969899665,0,1
619,Jaehaera Targaryen,no_title,0,Valyrian,123.0,House Targaryen,0,0,0,0,0,1,1,10.0,0,0.280936454849498,0,0
620,Jaggot,no_title,0,Vale mountain clans,,Stone Crows,1,0,0,0,0,0,0,,0,0.0,1,0
621,Jaehaerys II Targaryen,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,0,0.494983277591973,0,0
622,Jaime Frey,no_title,1,unknown,299.0,House Frey,0,0,0,1,0,0,0,6.0,0,0.127090301003344,1,0
623,Jaehaerys I Targaryen,no_title,1,unknown,,unknown,0,0,0,0,0,0,0,,5,0.65886287625418,0,0
624,Jate,no_title,0,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0,0,0
625,Jate Blackberry,no_title,1,unknown,,House Blackberry,0,0,1,0,0,0,0,,0,0.0100334448160535,1,0
626,Jasper Waynwood,no_title,1,unknown,,House Waynwood,0,0,0,1,0,0,0,,0,0.0568561872909698,1,0
627,Jayde,no_title,0,unknown,,Chataya's brothel,0,0,1,0,0,0,0,,0,0.020066889632107,1,0
628,Jeffory Norcross,no_title,1,unknown,,House Norcross,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
629,Jeffory Mallister,no_title,1,unknown,,House Mallister,0,1,0,0,0,0,0,,0,0.020066889632107,1,0
630,Jayne Bracken,no_title,0,unknown,,House Bracken,0,0,0,0,1,0,0,,0,0.0301003344481605,1,0
631,Squinty Jeyne,no_title,0,unknown,,House Osgrey,0,0,0,0,0,0,0,,0,0.0066889632107023,1,0
632,Jeyne Fossoway,no_title,0,unknown,,House Fossoway of New Barrel,0,0,0,1,0,1,0,,0,0.0535117056856187,1,0
633,Jeyne Heddle,no_title,0,unknown,281.0,Brotherhood Without Banners,0,0,0,1,0,0,0,24.0,0,0.0334448160535117,1,0
634,Jeyne Swann,no_title,0,unknown,,House Swann,0,0,1,0,0,0,0,,0,0.0167224080267558,1,0
635,Jeyne Westerling (wife of Maegor I),no_title,0,unknown,27.0,House Westerling,0,0,1,0,0,1,1,20.0,0,0.110367892976588,0,0
636,Jeyne Waters,no_title,1,Westeros,171.0,unknown,0,0,0,0,0,0,0,100.0,0,0.0735785953177257,0,0
637,Jeyne Westerling,no_title,0,Westermen,283.0,House Westerling,0,0,1,1,0,1,1,22.0,0,0.424749163879598,1,0
638,Jocelyn Swyft,no_title,0,unknown,,House Swyft,0,0,0,1,1,0,0,,0,0.0167224080267558,1,0
639,Jodge,no_title,1,unknown,,House Lannister,0,1,0,0,0,0,0,,0,0.0033444816053511,1,0
640,Joanna Swyft,no_title,0,unknown,,House Swyft,0,0,1,1,0,0,0,,0,0.0234113712374581,1,0
641,Joanna Lannister,no_title,0,Westerman,245.0,House Lannister,1,1,1,1,1,1,1,28.0,5,0.23076923076923,0,0
642,Johanna Swann,no_title,0,unknown,,House Swann,0,0,0,0,0,0,0,,0,0.020066889632107,1,0
643,Jommo,no_title,1,Dothraki,,unknown,1,0,0,1,0,0,0,,0,0.0100334448160535,1,0
644,Jommy,no_title,1,unknown,,House Baratheon,0,1,0,0,0,0,0,,0,0.0033444816053511,1,0
645,Jon Cupps,no_title,1,unknown,,House Cupps,0,0,0,1,0,1,1,,0,0.0501672240802675,1,0
646,Jon Heddle,no_title,1,unknown,,House Heddle,0,0,0,1,0,0,1,,0,0.0066889632107023,1,0
647,Jon Hollard,no_title,1,unknown,,House Hollard,0,0,0,1,0,0,1,,0,0.0267558528428093,1,0
648,Jon Penny,no_title,0,unknown,,House Penny,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
649,Jon Penrose,no_title,1,unknown,,House Penrose,0,0,0,0,0,0,1,,0,0.0167224080267558,1,0
650,Jon Pox,no_title,1,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0167224080267558,1,0
651,Jon Vance,no_title,1,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0234113712374581,1,0
652,Jon Umber (Smalljon),no_title,1,Northmen,,House Umber,1,1,1,1,1,0,0,,0,0.0702341137123745,0,0
653,Jon Umber (Greatjon),no_title,1,Northmen,,House Umber,1,1,1,1,1,0,1,,0,0.183946488294314,1,0
654,Jon Waters,no_title,1,unknown,171.0,unknown,0,0,0,1,0,0,1,100.0,0,0.0769230769230769,0,0
655,Jorquen,no_title,1,unknown,,Night's Watch,0,0,0,1,0,0,0,,0,0.0033444816053511,1,0
656,Jorgen,no_title,1,unknown,,House Webber,0,0,0,0,0,0,0,,0,0.0,1,0
657,Joseran,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0033444816053511,1,0
658,Joseth,no_title,1,unknown,,House Stark,1,1,0,0,0,0,0,,0,0.0301003344481605,1,0
659,Joseth Mallister,no_title,0,unknown,,House Mallister,0,0,0,0,0,0,1,,0,0.0133779264214046,1,0
660,Joss,no_title,1,unknown,,unknown,1,0,0,0,0,0,0,,0,0.0033444816053511,1,0
661,Joss the Gloom,no_title,0,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
662,Joth Quickbow,no_title,0,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0,1,0
663,Josua Willum,no_title,1,unknown,,House Willum,0,1,0,0,0,0,0,,0,0.0133779264214046,1,0
664,Jurne,no_title,0,unknown,,unknown,0,1,1,1,0,0,1,,0,0.0133779264214046,1,0
665,Jothos Slynt,no_title,1,unknown,,House Slynt,0,0,1,0,0,0,0,,0,0.0234113712374581,1,0
666,Jyck,no_title,1,unknown,,House Lannister,1,0,0,0,0,0,0,,0,0.0301003344481605,0,0
667,Jyzene,no_title,0,unknown,,unknown,0,0,1,1,0,0,0,,0,0.0133779264214046,1,0
668,Kegs,no_title,1,unknown,,Night's Watch,0,0,1,1,1,0,0,,0,0.0167224080267558,1,0
669,Kella,no_title,0,unknown,,House Baelish,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
670,Kemmett Pyke,no_title,0,Ironborn,,unknown,0,0,0,1,1,0,0,,0,0.0100334448160535,1,0
671,Kenned,no_title,0,Ironborn,,unknown,0,1,0,0,0,0,0,,0,0.0066889632107023,0,0
672,Ketter,no_title,0,unknown,,Night's Watch,1,0,0,0,0,0,0,,0,0.0,1,0
673,Kirby Pimm,no_title,1,unknown,,unknown,0,0,0,0,0,0,1,,0,0.0,1,0
674,Kojja Mo,no_title,0,Summer Isles,,unknown,0,0,0,1,0,0,0,,0,0.0167224080267558,1,0
675,Kirth Vance,no_title,1,unknown,,House Vance of Atranta,0,0,1,1,0,0,0,,0,0.0267558528428093,1,0
676,Koss,no_title,1,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0367892976588628,0,0
677,Kromm,no_title,0,ironborn,,House Greyjoy,0,1,0,0,0,0,0,,0,0.0066889632107023,0,0
678,Kurz,no_title,1,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0367892976588628,0,0
679,Kyle,no_title,1,unknown,,unknown,0,0,0,0,0,0,1,,0,0.0267558528428093,1,0
680,Kyle (brotherhood),no_title,0,unknown,,Brotherhood without banners,0,0,0,0,0,0,0,,0,0.0,0,0
681,Kyle Royce,no_title,1,unknown,,House Royce,0,1,0,0,0,0,0,,0,0.020066889632107,1,0
682,Kyleg,no_title,0,Free Folk,,unknown,0,0,0,0,1,0,0,,0,0.0100334448160535,1,0
683,Kym,no_title,0,unknown,,unknown,0,1,0,0,0,0,1,,0,0.0,1,0
684,Lamprey,no_title,1,unknown,,House Baratheon of Dragonstone,0,0,1,0,0,0,0,,0,0.0100334448160535,1,0
685,Lancel V Lannister,no_title,0,unknown,,unknown,0,0,0,0,0,0,0,,0,0.020066889632107,1,0
686,Lanna,no_title,0,unknown,285.0,unknown,0,0,1,1,0,0,0,20.0,0,0.020066889632107,1,0
687,Lanna (Happy Port),no_title,0,Braavosi,286.0,Happy Port,0,0,0,1,0,0,0,19.0,0,0.0267558528428093,1,0
688,Larraq,no_title,1,Ghiscari,,unknown,0,0,0,0,1,0,0,,0,0.020066889632107,1,0
689,Layna,no_title,0,unknown,279.0,unknown,0,1,0,0,0,0,0,26.0,0,0.0234113712374581,1,0
690,Lem,no_title,1,unknown,,Brotherhood without banners,0,0,1,1,0,0,0,,0,0.0836120401337792,1,0
691,Leana Frey,no_title,0,unknown,299.0,House Frey,0,0,0,1,0,0,0,6.0,0,0.0735785953177257,1,0
692,Lennocks,no_title,1,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
693,Lem (Standfast),no_title,0,unknown,161.0,House Osgrey,0,0,0,0,0,0,0,100.0,0,0.0133779264214046,0,0
694,Lenn,no_title,0,Free Folk,,unknown,0,0,1,1,0,0,0,,0,0.0066889632107023,1,0
695,Lenyl,no_title,1,Free Folk,,unknown,0,0,1,1,1,0,0,,0,0.0100334448160535,1,0
696,Lenwood Tawney,no_title,1,Ironborn,,House Tawney,0,0,0,1,0,0,0,,0,0.0100334448160535,1,0
697,Leo Tyrell (Longthorn),Lord,1,Reach,,House Tyrell,0,0,1,0,0,0,1,,0,0.0535117056856187,1,1
698,Leona Tyrell,no_title,0,unknown,,House Tyrell,0,0,1,1,0,0,0,,0,0.123745819397993,1,0
699,Leo Tyrell (son of Victor),no_title,1,unknown,,House Tyrell,0,0,1,1,0,1,1,,0,0.130434782608695,1,0
700,Lester,no_title,0,unknown,,House Lannister,0,0,1,1,0,0,0,,0,0.0167224080267558,1,0
701,Lew (guard),no_title,0,Northmen,,House Stark,0,0,0,0,0,0,0,,0,0.0,1,0
702,Lewis Lanster,no_title,1,unknown,,Windblown,0,0,0,0,1,0,0,,0,0.0066889632107023,1,0
703,Lewys Piper,no_title,1,Rivermen,,House Piper,0,0,0,1,1,0,0,,0,0.0334448160535117,1,0
704,Leyla Hightower,no_title,0,unknown,,House Hightower,0,0,0,1,0,1,0,,0,0.0501672240802675,1,0
705,Lia Serry,no_title,0,unknown,,House Serry,0,0,1,1,0,1,0,,0,0.137123745819397,1,0
706,Liane Vance,no_title,0,unknown,,House Vance of Wayfarer's Rest,0,0,0,1,0,0,0,,0,0.0167224080267558,1,0
707,Lister,no_title,1,unknown,,unknown,0,0,1,0,0,0,0,,0,0.0033444816053511,1,0
708,Long Lew,no_title,1,unknown,,House Tully,0,0,0,0,0,0,0,,0,0.0,1,0
709,Lorcas,no_title,1,unknown,241.0,unknown,0,0,0,1,0,0,0,64.0,0,0.0100334448160535,1,0
710,Lorent Lorch,no_title,0,unknown,,House Lorch,0,0,0,1,1,0,1,,0,0.0100334448160535,1,0
711,Lorimer,no_title,1,unknown,,House Lefford,0,0,0,1,0,0,1,,0,0.0133779264214046,0,0
712,Lorren,no_title,1,unknown,,unknown,0,1,0,0,0,0,0,,0,0.0234113712374581,0,0
713,Lothar,no_title,1,unknown,,unknown,0,0,0,0,0,0,1,,0,0.0,1,0
714,Lorent Tyrell,no_title,0,unknown,,House Tyrell,0,0,1,1,0,0,0,,0,0.127090301003344,1,0
715,Lotho Lornel,no_title,0,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
716,Lucan,no_title,1,unknown,,House Whent,0,1,0,0,0,0,0,,0,0.0133779264214046,0,0
717,Lucamore Strong,no_title,1,unknown,,House Strong,0,0,0,1,0,0,1,,0,0.0167224080267558,1,0
718,Lucantine Woodwright,no_title,0,unknown,,unknown,0,0,0,1,0,0,1,,0,0.0100334448160535,1,0
719,Lucas Nayland,no_title,0,unknown,,House Nayland,0,0,0,0,0,0,1,,0,0.0033444816053511,1,0
720,Lucas Roote,no_title,1,unknown,,House Roote,0,0,1,0,0,0,0,,0,0.0133779264214046,0,0
721,Lucifer Hardy,Lord,1,unknown,,House Hardy,0,0,0,1,0,0,1,,0,0.0066889632107023,1,1
722,Luco Prestayn,no_title,0,Braavosi,,unknown,0,0,0,1,0,0,0,,0,0.0033444816053511,1,0
723,Lucimore Botley,no_title,0,Ironborn,,House Botley,0,0,0,1,0,0,0,,0,0.0468227424749163,1,0
724,Lucos,no_title,1,unknown,,unknown,0,0,0,1,0,0,0,,0,0.0066889632107023,1,0
725,Luke of Longtown,no_title,0,unknown,,Night's Watch,0,0,0,0,1,0,0,,0,0.0133779264214046,1,0
726,Lucas Tyrell,no_title,1,unknown,,House Tyrell,0,0,1,1,0,0,0,,0,0.123745819397993,1,0
